id,time,latitude,longitude,depth,mag,place
tx2025sigsrq,2025-09-17T10:53:01.369Z,28.69,-98.16,8.38,1.30,"16 km WNW of Pawnee, Texas"
ci41292896,2025-09-17T10:46:01.820Z,33.46,-116.46,12.27,0.95,"23 km ESE of Anza, CA"
ci37743436,2025-09-17T10:45:49.580Z,33.46,-116.44,14.69,0.25,"24 km NNW of Borrego Springs, CA"
uw62190696,2025-09-17T10:37:54.380Z,46.12,-122.16,8.91,0.65,"32 km NE of Amboy, Washington"
nc75238732,2025-09-17T10:32:57.760Z,38.80,-122.77,2.42,1.09,"3 km NNW of The Geysers, CA"
av93773993,2025-09-17T10:30:46.330Z,54.76,-163.97,-1.41,0.68,"37 km WSW of False Pass, Alaska"
av93773988,2025-09-17T10:30:06.600Z,54.62,-164.22,8.01,1.59,"58 km WSW of False Pass, Alaska"
mb90112218,2025-09-17T10:29:47.150Z,44.77,-114.41,7.02,2.26,"32 km NNW of Challis, Idaho"
nc75238727,2025-09-17T10:26:02.700Z,40.29,-124.53,7.94,2.29,"21 km W of Petrolia, CA"
av93773963,2025-09-17T10:16:58.680Z,54.75,-163.99,0.45,0.43,"39 km WSW of False Pass, Alaska"
uu80004868,2025-09-17T10:13:43.060Z,37.20,-112.89,15.95,0.85,"9 km E of Springdale, Utah"
tx2025sifkro,2025-09-17T10:13:34.569Z,28.98,-97.98,8.44,1.40,"3 km E of Falls City, Texas"
av93773953,2025-09-17T10:09:21.150Z,54.75,-163.89,7.72,1.00,"32 km WSW of False Pass, Alaska"
pr2025260000,2025-09-17T10:09:16.540Z,18.23,-67.03,19.00,3.28,"4 km WSW of Las Marías, Puerto Rico"
tx2025sifgyk,2025-09-17T10:09:14.305Z,31.69,-104.09,1.88,0.90,"46 km W of Mentone, Texas"
uw62190686,2025-09-17T10:04:12.730Z,46.19,-122.19,8.09,-0.09,"37 km NNE of Amboy, Washington"
mb90112253,2025-09-17T09:54:21.470Z,46.86,-113.58,4.86,0.33,"14 km NE of Clinton, Montana"
av93773943,2025-09-17T09:52:47.280Z,58.18,-155.36,1.00,0.31,"86 km NW of Karluk, Alaska"
ci41292888,2025-09-17T09:47:49.770Z,33.13,-116.03,7.31,1.50,"9 km E of Ocotillo Wells, CA"
av93773938,2025-09-17T09:45:48.070Z,54.76,-163.99,-0.77,0.46,"38 km WSW of False Pass, Alaska"
mb90112223,2025-09-17T09:37:56.470Z,47.61,-113.82,6.50,-0.32,"12 km NW of Condon, Montana"
av93773913,2025-09-17T09:35:18.230Z,56.30,-159.11,4.94,0.45,"22 km WNW of Chignik Lake, Alaska"
av93773908,2025-09-17T09:32:27.130Z,54.75,-163.98,-1.10,0.50,"38 km WSW of False Pass, Alaska"
mb90112213,2025-09-17T09:28:51.550Z,46.90,-113.33,9.92,0.83,"20 km SW of Ovando, Montana"
uw62190681,2025-09-17T09:25:05.590Z,47.48,-122.43,25.75,1.35,"4 km NNE of Vashon, Washington"
ci41292880,2025-09-17T09:12:12.130Z,32.64,-115.73,5.90,2.07,"16 km WNW of Progreso, B.C., MX"
se60504128,2025-09-17T09:12:10.260Z,35.15,-82.92,0.09,2.23,"9 km W of Rosman, North Carolina"
av93773868,2025-09-17T09:07:55.160Z,54.75,-164.00,-0.46,0.71,"39 km WSW of False Pass, Alaska"
tx2025siddmj,2025-09-17T09:04:52.478Z,32.76,-100.69,3.56,0.90,"15 km NNE of Hermleigh, Texas"
nc75238707,2025-09-17T09:04:23.140Z,35.82,-121.35,8.95,1.13,"24 km NW of San Simeon, CA"
ci41292872,2025-09-17T09:04:06.240Z,33.88,-116.19,5.30,0.84,"18 km N of Indio, CA"
tx2025siczpi,2025-09-17T09:00:21.505Z,32.74,-100.66,7.89,1.70,"14 km NE of Hermleigh, Texas"
tx2025sicxox,2025-09-17T08:58:01.384Z,32.75,-100.67,5.49,0.80,"15 km NE of Hermleigh, Texas"
ci41292864,2025-09-17T08:55:00.440Z,34.02,-117.59,5.08,1.26,"5 km SE of Ontario, CA"
nc75238702,2025-09-17T08:51:47.470Z,38.82,-122.80,2.31,1.11,"6 km NNW of The Geysers, CA"
ak025by4s44e,2025-09-17T08:48:58.540Z,64.79,-149.73,10.10,1.40,"35 km NW of Four Mile Road, Alaska"
nc75238697,2025-09-17T08:44:55.410Z,38.81,-122.79,3.15,1.74,"5 km NNW of The Geysers, CA"
nn00904469,2025-09-17T08:43:05.153Z,37.21,-117.64,8.50,1.10,"57 km E of Big Pine, California"
ci41292856,2025-09-17T08:36:17.240Z,32.99,-116.31,8.95,-0.03,"24 km SW of Ocotillo Wells, CA"
ci41292848,2025-09-17T08:30:58.890Z,32.99,-116.31,9.04,0.10,"24 km SW of Ocotillo Wells, CA"
nc75238692,2025-09-17T08:29:35.160Z,37.80,-122.20,10.41,1.11,"2 km ENE of Oakland, CA"
av93773823,2025-09-17T08:23:38.950Z,54.75,-163.98,-0.75,0.90,"38 km WSW of False Pass, Alaska"
ak025by4j251,2025-09-17T08:06:33.817Z,60.45,-142.95,6.80,2.00,"109 km S of McCarthy, Alaska"
ak025by4idru,2025-09-17T08:03:18.026Z,61.54,-149.94,29.40,1.20,"1 km NNE of Big Lake, Alaska"
ci41292840,2025-09-17T08:00:35.690Z,34.14,-117.35,10.16,0.38,"2 km SSW of Muscoy, CA"
us7000qwmu,2025-09-17T07:52:04.070Z,56.13,-151.95,10.00,3.10,"145 km SE of Old Harbor, Alaska"
nc75238682,2025-09-17T07:48:42.260Z,38.80,-122.78,3.55,1.28,"3 km NW of The Geysers, CA"
nn00904466,2025-09-17T07:44:36.647Z,38.43,-119.33,3.90,0.50,"16 km SE of Walker, California"
mb90112243,2025-09-17T07:44:14.910Z,45.02,-111.95,1.26,0.47,"30 km S of Virginia City, Montana"
us7000qwmt,2025-09-17T07:42:31.172Z,56.39,-152.09,10.00,3.00,"116 km SE of Old Harbor, Alaska"
av93773763,2025-09-17T07:37:51.580Z,54.75,-163.96,-2.65,0.65,"37 km WSW of False Pass, Alaska"
uw62190666,2025-09-17T07:35:58.240Z,45.37,-121.67,-0.77,-0.82,"9 km NE of Government Camp, Oregon"
ak025by41qju,2025-09-17T07:25:52.102Z,60.48,-143.03,9.40,1.10,"106 km S of McCarthy, Alaska"
ci41292832,2025-09-17T07:24:59.900Z,33.09,-116.04,9.33,0.91,"10 km ESE of Ocotillo Wells, CA"
nc75238677,2025-09-17T07:19:51.210Z,38.80,-122.80,0.21,0.91,"4 km NW of The Geysers, CA"
av93773733,2025-09-17T07:15:20.390Z,59.36,-153.44,-0.32,0.36,"60 km SE of Pedro Bay, Alaska"
uu80117546,2025-09-17T07:08:30.170Z,38.62,-112.62,4.98,1.37,"25 km SW of Kanosh, Utah"
tx2025shzgmr,2025-09-17T07:07:40.546Z,31.66,-104.18,5.64,0.90,"52 km NW of Toyah, Texas"
tx2025shzfwi,2025-09-17T07:06:58.374Z,28.73,-98.86,8.69,1.40,"20 km SW of Charlotte, Texas"
ci41292824,2025-09-17T06:59:41.330Z,33.88,-116.19,5.56,0.82,"18 km N of Indio, CA"
ak025by3kdkg,2025-09-17T06:44:52.329Z,57.59,-153.49,40.00,2.20,"29 km E of Larsen Bay, Alaska"
us7000qwmp,2025-09-17T06:38:55.549Z,51.29,159.76,10.00,4.80,"204 km SSE of Vilyuchinsk, Russia"
nn00904477,2025-09-17T06:35:54.682Z,36.68,-116.10,3.00,-0.50,"40 km WNW of Indian Springs, Nevada"
ak025by3iekl,2025-09-17T06:35:40.812Z,56.35,-152.18,11.80,4.60,"117 km SE of Old Harbor, Alaska"
ci41292816,2025-09-17T06:10:07.030Z,35.90,-117.69,3.29,0.55,"20 km ESE of Little Lake, CA"
tx2025shwzug,2025-09-17T05:59:33.034Z,32.74,-100.66,7.84,1.00,"15 km NE of Hermleigh, Texas"
ci41292808,2025-09-17T05:59:14.150Z,33.13,-116.03,8.01,0.88,"10 km E of Ocotillo Wells, CA"
av93773628,2025-09-17T05:58:34.700Z,58.17,-155.36,0.35,-0.48,"85 km NW of Karluk, Alaska"
ci41292800,2025-09-17T05:53:42.960Z,35.70,-117.52,4.48,0.52,"13 km SW of Searles Valley, CA"
av93050259,2025-09-17T05:45:54.250Z,58.34,-154.92,0.77,-0.31,"90 km NNW of Karluk, Alaska"
ak025by2z2td,2025-09-17T05:45:15.091Z,61.91,-150.58,0.80,2.90,"33 km WNW of Willow, Alaska"
ci41292792,2025-09-17T05:41:57.770Z,35.90,-117.67,3.56,0.14,"22 km ESE of Little Lake, CA"
av93773598,2025-09-17T05:40:51.710Z,58.34,-154.91,1.62,-0.36,"90 km NNW of Karluk, Alaska"
av93773593,2025-09-17T05:40:07.520Z,54.76,-163.93,-1.56,0.51,"35 km WSW of False Pass, Alaska"
av93773588,2025-09-17T05:38:38.070Z,54.75,-164.00,8.79,0.58,"39 km WSW of False Pass, Alaska"
ci41292784,2025-09-17T05:36:58.700Z,33.45,-116.43,12.17,0.77,"23 km NNW of Borrego Springs, CA"
ci41292776,2025-09-17T05:21:09.110Z,33.47,-116.43,10.95,1.16,"24 km NNW of Borrego Springs, CA"
ci41292768,2025-09-17T05:18:09.000Z,32.75,-115.51,15.04,2.19,"3 km NE of Heber, CA"
av93773558,2025-09-17T05:06:09.760Z,54.75,-163.97,-1.57,0.46,"37 km WSW of False Pass, Alaska"
ci41292760,2025-09-17T05:05:13.830Z,33.13,-116.03,7.71,0.90,"10 km E of Ocotillo Wells, CA"
ci41292752,2025-09-17T05:04:28.480Z,33.46,-116.43,10.97,1.22,"24 km NNW of Borrego Springs, CA"
ak025by2q4o8,2025-09-17T05:03:40.245Z,60.07,-153.08,118.70,1.70,"65 km ENE of Pedro Bay, Alaska"
tx2025shvdme,2025-09-17T05:03:29.244Z,31.70,-104.18,6.46,1.30,"54 km W of Mentone, Texas"
av93773543,2025-09-17T04:58:01.200Z,54.75,-163.97,3.80,0.86,"37 km WSW of False Pass, Alaska"
mb90112208,2025-09-17T04:56:40.280Z,44.35,-115.17,6.11,1.62,"23 km NW of Stanley, Idaho"
us7000qwmc,2025-09-17T04:56:00.861Z,38.49,20.44,10.00,4.10,"27 km WNW of Itháki, Greece"
av93050249,2025-09-17T04:54:59.150Z,52.37,-174.16,5.36,0.45,"19 km N of Atka, Alaska"
av93050244,2025-09-17T04:54:46.120Z,54.14,-165.94,4.39,-0.37,"10 km W of Akutan, Alaska"
ak025by2f4zt,2025-09-17T04:52:12.257Z,62.03,-150.47,3.10,1.50,"34 km SSW of Trapper Creek, Alaska"
hv74777752,2025-09-17T04:51:24.660Z,19.36,-155.47,8.06,1.85,"17 km N of Pāhala, Hawaii"
uw62190641,2025-09-17T04:46:46.040Z,46.20,-122.19,7.30,0.17,"37 km NNE of Amboy, Washington"
ci41292744,2025-09-17T04:46:13.820Z,33.13,-116.03,8.08,2.78,"9 km ESE of Ocotillo Wells, CA"
ci41292736,2025-09-17T04:39:53.250Z,35.37,-117.80,6.17,0.82,"15 km W of Johannesburg, CA"
av93773508,2025-09-17T04:38:41.070Z,54.76,-163.99,-1.07,0.65,"38 km WSW of False Pass, Alaska"
ak025by2avrw,2025-09-17T04:32:26.524Z,61.31,-152.23,0.00,1.00,"64 km WNW of Beluga, Alaska"
ci41292728,2025-09-17T04:31:25.610Z,33.47,-116.58,10.02,1.24,"13 km SE of Anza, CA"
nn00904465,2025-09-17T04:22:42.863Z,41.24,-116.71,6.70,2.60,"60 km NE of Valmy, Nevada"
nc75238662,2025-09-17T04:21:05.750Z,38.82,-122.81,2.44,1.21,"7 km NNW of The Geysers, CA"
nn00904464,2025-09-17T04:18:28.438Z,36.77,-116.26,9.20,-0.30,"47 km ESE of Beatty, Nevada"
ci41292712,2025-09-17T04:15:35.130Z,35.68,-118.45,9.40,1.44,"3 km S of Wofford Heights, CA"
pr71495828,2025-09-17T04:10:54.100Z,17.98,-66.83,14.80,2.34,"1 km SW of Indios, Puerto Rico"
ci41292704,2025-09-17T04:05:25.350Z,32.64,-115.73,5.84,1.61,"16 km WNW of Progreso, B.C., MX"
nc75238652,2025-09-17T04:02:53.030Z,38.78,-122.76,0.98,1.04,"0 km N of The Geysers, CA"
nc75238647,2025-09-17T04:02:25.230Z,38.78,-122.76,1.34,1.05,"0 km N of The Geysers, CA"
ci41292696,2025-09-17T04:01:39.760Z,34.23,-117.46,10.06,1.64,"5 km W of Devore, CA"
av93773433,2025-09-17T03:59:29.100Z,52.40,-174.19,8.63,0.70,"22 km N of Atka, Alaska"
av93050239,2025-09-17T03:59:14.830Z,52.43,-174.17,5.05,0.78,"26 km N of Atka, Alaska"
av93773428,2025-09-17T03:58:06.110Z,52.39,-174.20,9.25,0.79,"21 km N of Atka, Alaska"
av93050219,2025-09-17T03:56:53.160Z,52.41,-174.16,3.43,1.81,"24 km N of Atka, Alaska"
av93773423,2025-09-17T03:56:21.310Z,61.31,-152.28,0.48,-0.23,"67 km WNW of Beluga, Alaska"
nc75238642,2025-09-17T03:55:18.330Z,38.83,-122.82,1.90,0.71,"8 km WNW of Cobb, CA"
ak025by1tcpl,2025-09-17T03:50:47.930Z,62.97,-150.71,108.30,1.40,"53 km N of Petersville, Alaska"
ak025by1rk3c,2025-09-17T03:42:10.485Z,61.78,-148.51,33.10,1.70,"2 km WSW of Chickaloon, Alaska"
tx2025shsitz,2025-09-17T03:39:07.349Z,32.38,-101.65,6.20,1.70,"17 km SSE of Ackerly, Texas"
av93773398,2025-09-17T03:38:43.820Z,61.26,-152.18,20.52,-0.46,"59 km WNW of Tyonek, Alaska"
tx2025shsfgv,2025-09-17T03:35:08.824Z,32.38,-101.65,6.37,0.60,"17 km SSE of Ackerly, Texas"
ci41292688,2025-09-17T03:34:14.460Z,34.14,-116.78,9.11,1.10,"15 km SSE of Big Bear City, CA"
uw62190616,2025-09-17T03:27:06.210Z,45.40,-121.70,2.70,0.35,"11 km NNE of Government Camp, Oregon"
nc75238637,2025-09-17T03:25:30.390Z,38.83,-122.79,1.67,0.79,"6 km WNW of Cobb, CA"
av93773368,2025-09-17T03:24:14.000Z,61.31,-152.29,1.99,0.90,"67 km WNW of Beluga, Alaska"
av93773358,2025-09-17T03:17:17.130Z,61.31,-152.28,1.08,0.60,"67 km WNW of Beluga, Alaska"
nn00904463,2025-09-17T03:08:29.209Z,36.72,-116.04,4.90,-0.30,"37 km WNW of Indian Springs, Nevada"
ak025by1jikl,2025-09-17T03:04:58.291Z,63.02,-150.87,101.70,1.60,"59 km N of Petersville, Alaska"
nc75238632,2025-09-17T02:58:14.120Z,38.80,-122.80,1.02,1.06,"4 km NW of The Geysers, CA"
ok2025sfld,2025-09-17T02:57:28.379Z,35.33,-97.95,6.92,0.68,"1 km N of Minco, Oklahoma"
uw62190611,2025-09-17T02:47:13.470Z,47.61,-122.58,24.96,1.61,"2 km NNE of Enetai, Washington"
us7000qwlx,2025-09-17T02:46:52.939Z,34.46,70.71,10.00,4.40,"23 km E of Jalālābād, Afghanistan"
nc75238627,2025-09-17T02:44:24.570Z,37.11,-121.51,10.28,0.85,"10 km ENE of San Martin, CA"
tx2025shqkhf,2025-09-17T02:40:49.847Z,32.08,-102.05,8.72,1.50,"9 km NNE of Midland, Texas"
ci41292680,2025-09-17T02:33:07.750Z,35.75,-117.58,7.83,0.52,"16 km W of Searles Valley, CA"
hv74777692,2025-09-17T02:32:14.270Z,19.34,-155.31,-1.12,1.95,"13 km SW of Volcano, Hawaii"
ak025by11p3k,2025-09-17T02:21:44.809Z,59.62,-155.49,10.80,1.70,"35 km WSW of Newhalen, Alaska"
tx2025shpjlk,2025-09-17T02:09:22.916Z,32.08,-102.05,7.98,2.00,"9 km NNE of Midland, Texas"
ci37743420,2025-09-17T02:08:48.730Z,32.85,-115.48,12.03,1.29,"8 km E of Imperial, CA"
ci41292672,2025-09-17T02:08:31.880Z,33.27,-116.42,4.94,0.63,"4 km WNW of Borrego Springs, CA"
ci41292664,2025-09-17T02:07:48.010Z,34.28,-118.49,12.78,1.07,"1 km ENE of Granada Hills, CA"
mb90112268,2025-09-17T02:07:35.490Z,44.81,-111.57,13.70,0.46,"30 km W of Hebgen Lake Estates, Montana"
ok2025sfji,2025-09-17T02:02:53.369Z,35.34,-97.93,6.12,0.98,"2 km NNE of Minco, Oklahoma"
av93773193,2025-09-17T02:00:21.490Z,61.31,-152.29,0.39,-0.40,"67 km WNW of Beluga, Alaska"
av93773188,2025-09-17T01:58:56.290Z,54.75,-163.95,-2.97,0.33,"36 km WSW of False Pass, Alaska"
nc75238617,2025-09-17T01:55:43.250Z,38.77,-122.73,1.35,1.28,"3 km ESE of The Geysers, CA"
av93773173,2025-09-17T01:54:52.710Z,61.31,-152.28,0.29,-0.24,"67 km WNW of Beluga, Alaska"
ak025by0nbct,2025-09-17T01:54:34.854Z,63.05,-150.23,87.30,1.30,"67 km N of Chase, Alaska"
av93050224,2025-09-17T01:45:45.320Z,53.94,-166.68,5.87,-0.38,"10 km WNW of Dutch Harbor, Alaska"
ci41292648,2025-09-17T01:40:43.860Z,35.90,-117.67,3.27,0.55,"21 km ESE of Little Lake, CA"
av93050229,2025-09-17T01:32:13.120Z,58.36,-154.70,3.97,-0.35,"89 km N of Karluk, Alaska"
nn00904462,2025-09-17T01:23:20.431Z,39.45,-118.46,13.50,1.70,"22 km E of Fallon Station, Nevada"
ci41292632,2025-09-17T01:21:50.000Z,33.13,-116.04,7.90,0.88,"9 km E of Ocotillo Wells, CA"
ak025by0fdxb,2025-09-17T01:17:35.670Z,64.74,-146.83,8.50,1.10,"13 km NE of Eielson Air Force Base, Alaska"
tx2025shnqdo,2025-09-17T01:16:48.853Z,32.13,-101.64,6.59,0.90,"13 km E of Stanton, Texas"
ci41292616,2025-09-17T01:15:59.340Z,34.41,-118.99,9.28,1.04,"6 km WNW of Fillmore, CA"
us7000qwm1,2025-09-17T01:13:37.809Z,51.47,-179.90,14.81,3.20,"230 km WSW of Adak, Alaska"
ok2025sfhp,2025-09-17T01:10:28.800Z,35.34,-97.94,6.37,1.07,"2 km N of Minco, Oklahoma"
mb90112273,2025-09-17T01:07:29.830Z,44.78,-111.53,14.02,0.52,"26 km W of Hebgen Lake Estates, Montana"
ci41292608,2025-09-17T01:06:34.260Z,34.02,-117.59,5.28,1.30,"5 km SE of Ontario, CA"
av93773088,2025-09-17T01:04:49.850Z,58.08,-156.37,4.41,0.36,"61 km ESE of Egegik, Alaska"
ci41292600,2025-09-17T00:49:53.090Z,34.28,-116.98,7.20,2.11,"7 km WNW of Big Bear Lake, CA"
tx2025shmary,2025-09-17T00:29:34.355Z,31.65,-104.46,7.23,1.50,"58 km S of Whites City, New Mexico"
ak025bxzvtm0,2025-09-17T00:26:07.764Z,58.17,-156.57,41.20,1.30,"47 km E of Egegik, Alaska"
av93773023,2025-09-17T00:22:29.260Z,58.08,-156.35,10.54,0.56,"62 km ESE of Egegik, Alaska"
nc75238582,2025-09-17T00:15:39.070Z,37.80,-122.22,0.97,0.93,"1 km E of Oakland, CA"
ak025bxzsohi,2025-09-17T00:11:41.669Z,59.84,-153.30,119.40,1.80,"45 km E of Pedro Bay, Alaska"
ci41292592,2025-09-17T00:08:08.160Z,35.90,-117.67,2.74,0.52,"21 km ESE of Little Lake, CA"
nc75238572,2025-09-17T00:01:16.590Z,39.51,-123.35,5.89,1.76,"8 km NNE of Brooktrails, CA"
av93772988,2025-09-16T23:56:31.030Z,58.08,-156.35,12.42,0.30,"62 km ESE of Egegik, Alaska"
nc75238567,2025-09-16T23:53:56.210Z,40.50,-124.45,15.48,1.85,"18 km WSW of Ferndale, CA"
us7000qwky,2025-09-16T23:53:09.194Z,-22.81,-70.36,35.00,4.40,"33 km NNE of Mejillones, Chile"
ak025bwq6fza,2025-09-16T23:49:39.906Z,58.07,-156.30,8.30,2.00,"65 km ESE of Egegik, Alaska"
ci41292576,2025-09-16T23:45:34.950Z,35.03,-117.69,-0.82,1.38,"5 km NW of Boron, CA"
av93772953,2025-09-16T23:37:52.840Z,54.71,-163.81,2.88,1.13,"30 km WSW of False Pass, Alaska"
av93772933,2025-09-16T23:28:46.990Z,54.75,-163.99,-0.39,0.38,"39 km WSW of False Pass, Alaska"
uw62190521,2025-09-16T23:06:19.470Z,49.38,-120.51,-0.51,2.13,"9 km S of Princeton, Canada"
nn00904454,2025-09-16T23:04:09.804Z,36.77,-116.26,10.10,-0.40,"47 km ESE of Beatty, Nevada"
ak025bwpmpgp,2025-09-16T22:57:31.618Z,64.73,-149.09,17.20,0.90,"14 km N of Four Mile Road, Alaska"
uu80117541,2025-09-16T22:46:19.500Z,44.76,-110.51,6.13,1.24,"28 km SSE of Mammoth, Wyoming"
ak025bwpj1v8,2025-09-16T22:40:26.129Z,61.14,-152.56,5.30,1.00,"77 km W of Tyonek, Alaska"
av93772858,2025-09-16T22:35:01.290Z,58.37,-154.74,5.49,0.05,"90 km N of Karluk, Alaska"
ci41292552,2025-09-16T22:20:26.630Z,34.43,-119.01,6.80,1.43,"9 km WNW of Fillmore, CA"
ak025bwpdr3y,2025-09-16T22:15:53.903Z,67.21,-157.92,0.10,2.60,"14 km NNW of Ambler, Alaska"
ok2025sfbr,2025-09-16T22:10:26.879Z,36.25,-95.86,0.00,1.35,"1 km SSW of Owasso, Oklahoma"
nc75238537,2025-09-16T22:05:43.120Z,40.32,-121.28,7.33,2.39,"5 km NW of Chester, CA"
ci41292544,2025-09-16T22:03:56.010Z,31.50,-115.62,5.72,2.61,"91 km SSW of Alberto Oviedo Mota, B.C., MX"
av93050209,2025-09-16T21:57:55.410Z,52.40,-174.14,4.11,0.59,"23 km N of Atka, Alaska"
ci41292536,2025-09-16T21:56:29.880Z,34.01,-116.95,12.95,1.34,"9 km ESE of Yucaipa, CA"
ci41292528,2025-09-16T21:56:03.370Z,33.14,-116.02,9.08,0.94,"10 km E of Ocotillo Wells, CA"
nn00904447,2025-09-16T21:55:01.029Z,36.77,-116.26,9.40,0.60,"47 km ESE of Beatty, Nevada"
ci41292520,2025-09-16T21:38:21.970Z,33.20,-116.38,14.28,0.68,"7 km S of Borrego Springs, CA"
us7000qwke,2025-09-16T21:22:06.243Z,-21.07,-68.63,140.22,4.20,"43 km WNW of Ollagüe, Chile"
av93772778,2025-09-16T21:16:28.710Z,54.74,-163.98,2.41,0.27,"38 km WSW of False Pass, Alaska"
ci41292488,2025-09-16T21:08:46.170Z,35.90,-117.67,3.64,0.27,"21 km E of Little Lake, CA"
ci41292480,2025-09-16T20:50:40.790Z,32.96,-116.46,7.59,0.46,"17 km NNE of Pine Valley, CA"
nc75238527,2025-09-16T20:47:08.590Z,38.82,-122.80,2.57,0.76,"6 km NNW of The Geysers, CA"
av93772713,2025-09-16T20:36:21.860Z,60.03,-153.07,2.85,-0.27,"63 km ENE of Pedro Bay, Alaska"
av93772708,2025-09-16T20:32:19.770Z,54.74,-163.99,-0.50,0.59,"38 km WSW of False Pass, Alaska"
tx2025shdmum,2025-09-16T20:11:14.002Z,31.68,-104.41,6.10,1.50,"55 km S of Whites City, New Mexico"
ak025bwo4wqm,2025-09-16T20:06:31.660Z,59.99,-151.51,60.40,1.80,"11 km SE of Ninilchik, Alaska"
mb90112133,2025-09-16T19:50:21.880Z,45.65,-111.59,2.96,0.98,"16 km ESE of Harrison, Montana"
tx2025shcsnv,2025-09-16T19:48:02.451Z,32.11,-102.14,6.49,1.60,"13 km NNW of Midland, Texas"
av93772638,2025-09-16T19:45:07.850Z,54.74,-163.99,2.71,0.55,"39 km WSW of False Pass, Alaska"
tx2025shckwr,2025-09-16T19:38:48.098Z,31.64,-104.14,6.10,1.30,"49 km NW of Toyah, Texas"
ak025bwnq9xs,2025-09-16T19:38:04.324Z,66.22,-157.19,0.00,1.80,"68 km NNW of Huslia, Alaska"
ak025bwnodpa,2025-09-16T19:29:19.980Z,57.18,-155.07,62.20,1.90,"56 km SW of Karluk, Alaska"
tx2025shbsrh,2025-09-16T19:17:44.796Z,32.74,-100.66,8.37,1.30,"15 km NE of Hermleigh, Texas"
hv74777217,2025-09-16T19:11:34.580Z,19.40,-155.29,-0.53,1.54,"7 km SW of Volcano, Hawaii"
us7000qwjm,2025-09-16T19:10:30.323Z,51.66,178.17,111.49,4.50,"Rat Islands, Aleutian Islands, Alaska"
mb90112128,2025-09-16T19:02:24.510Z,45.65,-111.59,2.58,0.67,"15 km ESE of Harrison, Montana"
ak025bwnigo8,2025-09-16T19:01:59.123Z,63.12,-150.79,115.60,1.80,"66 km SE of Denali National Park, Alaska"
nc75238507,2025-09-16T18:41:59.260Z,36.55,-121.09,5.63,2.04,"5 km E of Pinnacles, CA"
ci41292392,2025-09-16T18:38:30.950Z,36.05,-117.85,2.54,0.18,"9 km E of Coso Junction, CA"
nn00904440,2025-09-16T18:34:57.739Z,36.77,-116.26,9.40,0.10,"47 km ESE of Beatty, Nevada"
av93772528,2025-09-16T18:19:34.170Z,58.37,-154.74,5.26,0.07,"90 km N of Karluk, Alaska"
nn00904438,2025-09-16T18:18:20.221Z,36.77,-116.26,9.80,-0.20,"47 km ESE of Beatty, Nevada"
av93772518,2025-09-16T18:17:30.370Z,58.36,-154.72,4.70,0.53,"89 km N of Karluk, Alaska"
ak025bwn00w4,2025-09-16T18:15:56.524Z,64.23,-148.10,4.30,1.70,"52 km E of Clear, Alaska"
tx2025sgzpae,2025-09-16T18:13:04.729Z,29.55,-99.22,6.32,2.00,"23 km SW of Bandera, Texas"
nn00904435,2025-09-16T18:02:48.464Z,36.77,-116.26,9.60,-0.10,"47 km ESE of Beatty, Nevada"
ok2025seti,2025-09-16T17:57:30.199Z,34.41,-97.48,6.00,1.10,"5 km SSE of Ratliff City, Oklahoma"
nc75238477,2025-09-16T17:55:41.360Z,36.53,-121.11,9.51,1.73,"3 km E of Pinnacles, CA"
nn00904453,2025-09-16T17:52:11.633Z,36.77,-116.26,9.70,-0.50,"47 km ESE of Beatty, Nevada"
av93772473,2025-09-16T17:50:03.410Z,54.75,-163.97,-0.90,0.21,"37 km WSW of False Pass, Alaska"
nn00904434,2025-09-16T17:49:46.678Z,36.77,-116.26,9.50,0.30,"47 km ESE of Beatty, Nevada"
ci41292368,2025-09-16T17:45:06.870Z,35.77,-117.58,11.31,0.20,"16 km W of Searles Valley, CA"
nc75238472,2025-09-16T17:42:13.350Z,37.43,-118.85,4.99,2.26,"21 km WSW of Toms Place, CA"
uw62190181,2025-09-16T17:37:53.850Z,43.39,-123.64,-0.39,1.29,"21 km NW of Melrose, Oregon"
ok2025sesd,2025-09-16T17:21:16.379Z,35.33,-97.93,6.76,1.11,"2 km NNE of Minco, Oklahoma"
av93772418,2025-09-16T17:10:01.450Z,58.36,-154.72,4.52,0.21,"89 km N of Karluk, Alaska"
tx2025sgxjac,2025-09-16T17:05:46.571Z,31.61,-103.97,7.23,1.10,"36 km NNW of Toyah, Texas"
us7000qwir,2025-09-16T16:59:51.491Z,-5.47,153.75,77.67,6.00,"206 km SE of Kokopo, Papua New Guinea"
ak025bwm1wco,2025-09-16T16:56:34.649Z,57.04,-154.70,6.90,2.80,"33 km WNW of Akhiok, Alaska"
nc75238442,2025-09-16T16:53:12.090Z,40.30,-124.51,22.42,1.89,"19 km W of Petrolia, CA"
ok2025seqt,2025-09-16T16:39:13.509Z,35.28,-95.39,0.00,1.71,"8 km SE of Texanna, Oklahoma"
nc75238432,2025-09-16T16:18:30.130Z,38.83,-122.90,4.47,0.87,"11 km E of Cloverdale, CA"
av93772298,2025-09-16T16:12:44.760Z,58.37,-154.74,5.28,0.07,"90 km N of Karluk, Alaska"
us7000qwij,2025-09-16T16:11:25.436Z,14.38,-92.90,50.49,4.90,"64 km SW of Puerto Madero, Mexico"
av93772288,2025-09-16T16:06:56.080Z,52.40,-174.19,8.19,0.92,"22 km N of Atka, Alaska"
